X,Y,Z
-2.00048685,-1.45982766,-2.94683838
-2.02806211,-1.46553755,-2.96168947
-0.523570478,-1.61380875,0.58626312
-0.539319217,-1.58644879,0.582716227
-0.412193865,-1.58706224,0.582716227
-0.428140014,-1.61436141,0.586288154
-0.4439753,-1.58690894,0.582716227
-0.460033923,-1.61404932,0.586245179
0.25679028,-1.67942035,0.634346843
-2.02808404,-1.46722686,-2.86942077
-2.00049233,-1.46097755,-2.88404775
-0.38041237,-1.58721566,0.582716227
-0.396351725,-1.61338854,0.585988164
-0.237471119,-1.61563039,0.782244265
0.16014488,-1.6426388,0.597118676
0.176145375,-1.66416895,0.614275992
0.22946392,-1.68659484,0.650392771
0.257936269,-1.69062102,0.664548218
-2.02831316,-1.50921655,-3.00693607
-2.028193,-1.48345852,-2.98743486
-2.00065374,-1.49588037,-2.99836326
-2.00055122,-1.4737556,-2.9754436
0.225437552,-1.6776433,0.631572247
0.196986094,-1.68074679,0.637320876
-0.205792129,-1.61655807,0.782026887
0.16113092,-1.68041158,0.63701117
-0.173918292,-1.61687469,0.781980336
0.146479651,-1.66314435,0.61336112
0.206970885,-1.6900593,0.663017809
-2.00078368,-1.52398455,-3.01329422
-2.03256464,-1.53600383,-3.01664758
0.178372219,-1.68956983,0.661439717
0.228810057,-1.69241595,0.683233321
0.213883132,-1.66056836,0.758123636
0.251507759,-1.66238284,0.756544113
-0.555338681,-1.61307144,0.58610642
-0.571100414,-1.58629537,0.582716227
0.146692753,-1.68989384,0.66361177
0.129299849,-1.68098116,0.638412237
0.19515492,-1.69220352,0.687680125
0.16344513,-1.69198239,0.689330101
0.116544239,-1.69056857,0.668043256
0.131886899,-1.69170201,0.691465139
-0.587007105,-1.61358726,0.586286128
-0.602881491,-1.58614206,0.582716227
0.16693525,-1.64197242,0.77192378
0.18125166,-1.68737721,0.715220332
0.149559841,-1.68672097,0.716754258
-0.618913472,-1.61334872,0.58626312
-0.634662569,-1.58598864,0.582716227
0.117928185,-1.68567848,0.719284594
0.101650201,-1.69120562,0.695361495
0.182140812,-1.65956533,0.758918345
0.211474791,-1.68790996,0.713981688
-0.142160282,-1.61634338,0.782173991
0.260564327,-1.69238734,0.690485477
-0.666443586,-1.58583522,0.582716227
-0.650681913,-1.61261117,0.58610642
-0.682456195,-1.61304212,0.58626312
-0.698224604,-1.58568192,0.582716227
0.166871279,-1.67534626,0.74023807
-0.714364469,-1.61297321,0.586286247
0.135147616,-1.67398131,0.742034316
-0.110416889,-1.61706924,0.782012343
-0.459974229,-1.6162231,0.781768441
0.198636711,-1.67608619,0.7393381
0.246162802,-1.688416,0.712848842
0.230205089,-1.67749774,0.737332523
0.0814190954,-1.68513727,0.720264673
0.103569612,-1.67234087,0.7441324
0.260163814,-1.67970848,0.733796835
-2.00092864,-1.55529535,-3.01879764
-2.03340149,-1.55514514,-3.01879787
0.151518479,-1.65785372,0.760334253
0.121694043,-1.65487456,0.762756705
-1.87354338,-1.63115811,0.772484541
0.0900925919,-1.65230572,0.764684796
0.0717701539,-1.67071486,0.746103406
-0.364701807,-1.61446965,0.58623445
0.0613208748,-1.64785564,0.76784116
-2.00056148,-1.47594273,-2.85597253
-2.02816463,-1.48640072,-2.84403706
-2.00066757,-1.49885154,-2.83390594
-1.52423871,-1.63414371,0.596900702
-1.46068108,-1.63447261,0.596913815
